Id,SalePrice
1287,131435.17539778413
31,104322.45299736377
1785,284941.2778589637
82,161205.67507670142
2620,133460.37594639513
252,184343.73251497216
721,73053.74787079966
2165,176355.64254400402
2316,184342.7365347947
775,129403.77497900525
1558,87418.06614247586
17,227578.2995870764
1022,210033.9538746113
925,135182.28044375256
438,278808.39972243115
1270,144460.52150149783
1272,119389.20750712612
215,134808.68281952798
266,230264.20768892107
2402,281209.5647051818
1250,135133.88968557914
1984,115885.5673243333
1279,142324.65025999912
377,265200.0550327876
1252,124429.65834323385
2156,263965.5161663528
499,321987.33105107397
1374,122000.6951802438
2898,264956.3837700346
401,118793.25411298149
2721,162156.6174650823
2078,259216.0369337898
2589,124752.49240433183
1946,214826.80940463272
1334,138658.74572564758
2781,217468.19547851698
431,430110.7335258376
576,190920.16407287528
1474,207781.61951840203
2254,150826.0579474148
2155,288140.19572788314
885,97351.07548693933
643,143115.8819162928
1944,123435.06005001353
480,194019.2187452968
2845,97105.67904400025
2387,317198.2332971225
2407,208086.00914774404
2527,158020.5251062621
2514,158172.3615973947
629,142483.5332207838
80,215293.8623838786
1876,134971.6771403694
1546,117098.77182081444
2518,172592.79945092782
2347,158703.69761176067
783,213334.3444607765
1322,58152.814350085115
194,91343.96071705785
1770,291927.813796437
2143,134638.46095326493
1229,193449.56738055378
511,290663.3439398651
46,229116.7253186334
1348,144281.99759012528
2465,188853.64949092874
387,238043.300937548
873,213949.29042536177
1918,132417.83548706697
2764,237861.51844423809
2184,124557.24356388071
934,146016.01509518793
1920,130183.04999698744
2631,141543.21749614834
1768,751789.7289672272
2040,110175.30192403778
1749,210695.9328384617
834,222207.46340785467
1457,229118.0314814698
79,127263.12903286822
2302,127514.22797978348
1817,148568.6380920766
2755,216631.55211157352
359,175021.10346067962
2059,110637.89008773857
2092,240903.45755361472
2516,229294.48840106197
150,123602.18394381991
1656,145306.51892012556
83,98261.73302291437
2411,175461.30996607227
795,73805.74949813512
2312,221120.02555142101
2917,101550.70523345881
1624,175604.68263817873
2215,321914.7916951908
1211,155467.93191430916
1485,155529.5115370524
1024,161881.70396390796
570,200694.56733374394
2874,129578.4895333195
700,121048.25303712269
2756,198348.39487330403
2022,180124.92123700603
583,237324.80822804972
2392,378110.85041618295
2424,188837.1862796096
212,107754.33780638604
736,134134.27454282588
1610,166265.98362488797
890,118340.24698191743
467,173834.8141452715
578,227411.198407488
1747,184606.5847167819
1149,156796.73856571116
2758,244002.32272770256
857,147847.64834417927
2219,304887.70907010883
733,99755.70067038378
2909,112711.77657512722
1798,260551.25757021082
235,110870.11886550469
2366,130970.21252482712
1027,130434.07724606125
1195,141188.5702096597
1303,64187.37705705687
148,175415.70359118268
608,151502.27350595716
2515,196258.43249579112
821,254799.8118214208
2500,269100.2555127795
745,111140.87538245745
741,128881.39524912072
1611,98716.59756674687
2532,124628.90589220662
1081,222509.63097150953
1692,450160.3053345219
2520,175056.84833220972
276,104159.43143506908
1992,121568.79449762046
663,63039.20978674166
418,129577.61662206662
1733,181017.22085613944
2359,147941.55563405794
253,180105.0402431195
1518,180397.64240617712
2035,117243.08598534121
2919,85064.93311985196
1540,282613.6739855094
2120,145846.2368843208
1674,171964.69732841972
256,155806.44210745674
2361,102832.50990091734
978,82088.81521711052
2280,146195.35645445835
2095,218640.7128293134
1709,359152.9335552751
2801,261739.11034441573
1246,115277.6528172079
2373,106740.00525813701
1055,295326.3670558063
2017,123079.92825225476
1099,256990.43456469243
1344,89885.16753648086
835,176657.9387685077
1117,200509.82826649756
2043,100106.69488599936
2085,125758.3341845911
410,146206.97842936267
2650,117756.72057740619
2867,183850.59806962038
1668,115345.03424637315
1161,173697.87869540532
2122,165958.1863379614
2539,150191.55203686518
1047,137331.7780283828
1445,128434.4790171677
541,133667.72210731762
569,217033.92254218477
1276,120019.40166648704
918,162739.4031717262
326,168900.73822806746
1936,130115.00348407493
895,98248.69902610398
257,144325.95545879737
1241,187441.03990328085
1545,117414.59829905065
1189,166478.11510226532
270,147065.98997504695
2066,191663.9573626817
693,107665.06910426948
1259,134600.1080168693
2916,140386.96964451703
2321,272457.99102653144
1977,95774.89904199982
1895,143963.0434933627
1240,161286.65553456606
85,154252.21260565
1823,124100.38640433624
825,299061.18761536904
110,232937.76479143286
697,116998.5537210028
2297,123073.89385169036
1231,137908.66861840486
1355,126674.88714132705
968,333705.66022410983
584,213283.94678558322
1315,124086.32370087825
1606,155772.28461805335
206,99285.81509791424
1685,348061.65017487487
2016,138493.51001127833
869,200498.69952316754
2135,124660.59878642994
2346,171857.86196608827
2430,228002.4734779167
2198,95926.40876228419
2652,124929.5052039282
27,119857.20965921675
241,158150.0495873624
906,118451.11388434081
1506,105281.90167249562
2098,379677.94336401235
1435,218348.89654042484
2213,124542.50507643267
1274,142366.6390513399
743,61598.14933278473
1737,184103.39146382574
2797,279543.3812205559
2185,69323.22648057116
58,180340.7020614238
830,194955.72707537317
808,117711.67661145283
680,140982.1475573753
1153,117508.52925721483
1291,123941.46870449118
1818,147721.4846097684
2161,178855.88525535198
1883,120459.11276344101
350,432800.4495978285
2473,144624.4078323157
295,187797.3177000501
293,203641.0728459332
859,132832.2903606241
288,70943.0672720851
1578,148972.73526385493
102,175664.5141141293
2831,164266.89422965277
1030,149448.0104296137
2551,149707.7690364076
1286,136721.6925587381
958,301281.68182873644
776,129822.72133562081
72,231697.82020480259
2263,236093.45653059206
1866,154821.0070745491
2876,77572.66435214369
2146,249969.51348168467
103,187327.13547245375
1500,148778.7264087546
492,187213.95272103438
167,138744.26145737746
2597,117149.69634526901
2685,111274.50663722461
1035,166841.1169217816
1220,74313.70460365602
2602,155540.9716040057
2159,208477.23233109651
695,131403.5738047845
1109,255536.98809334796
640,169735.84778868037
1652,149872.69723452147
2090,185273.21045587372
1188,166799.3380499052
2345,245954.46981190584
1059,462547.69491772744
2751,218342.06843770883
128,217020.33168024448
1523,180093.16846252137
2925,181860.0598205655
2145,309796.0383805321
1121,213982.66952461368
566,304529.9290897357
565,260047.65772758046
1331,127051.97618717828
2928,123006.36517961425
156,141794.31739305676
797,133584.28648481556
327,94137.66367306102
2859,145963.37269514482
1453,129046.84893648486
1762,358752.60103958385
1868,195863.77422860323
1760,181465.4232693111
1113,248293.59087084504
1812,183515.6341105323
117,152670.2585533838
1142,213014.04948695813
2342,405637.7874539808
927,146742.77015107241
2478,182601.50375623838
655,86111.80267801149
2064,133272.30704936315
369,275902.7776942908
2239,102580.09646179469
2732,201113.48144684476
1653,162614.52239970508
959,199074.60363172117
2395,357031.99066446937
1412,106646.14655447009
271,246971.0184140752
1484,151959.71682917836
1497,146832.72758014753
552,154047.456914201
2,124305.5057578756
1855,314215.1493439588
4,252248.4643847137
2292,151447.9384616469
134,142096.99323202082
646,108817.3828870909
42,300228.0147890154
532,229839.73108464037
713,84587.93819733219
2561,135500.8990633799
2360,131023.25833380007
1333,127887.7827959386
1407,223710.01314815544
2892,290988.7343290091
574,230009.94695601054
1227,182687.96866093331
2591,201193.01787197156
1476,214428.63900077992
1125,254165.74926086568
1446,149383.92662303438
408,123245.40862198787
1101,293423.12876630464
2251,182715.0204292188
373,177265.973282717
2554,128682.71562051334
2382,262124.94489119854
1985,86361.53746802192
519,230502.37721302678
1093,190441.29058290774
864,248441.70038594143
2889,144705.24783005664
2308,178627.35041564784
986,155653.49294723102
1302,142550.25356144315
585,153304.61785020895
2708,155195.74460825828
147,127675.69084084223
1441,221953.31735191075
383,187968.79490151125
285,154047.7439531945
181,112991.87071076181
358,191186.8616709644
780,173852.0204278501
258,199260.6385040902
1865,214122.91016580895
692,126274.07730193515
2902,333594.056253847
508,252185.43230474135
2638,137444.25318485464
36,141597.1145137936
611,169342.00730900676
2281,126601.5671424228
1678,119712.40489455634
1696,496465.36576882476
1557,76641.59244228051
2180,153303.06282358285
1726,224350.81882838937
951,151555.25699982693
267,226860.67133626275
2706,135297.79696945514
2221,255516.69031026014
1357,157409.6332230539
2901,322116.8008723663
347,185876.81957558627
2164,188851.5367311904
1586,312974.487318139
360,157463.46452548416
1769,246473.96064731476
2617,143363.18399006716
1879,140565.22678258078
991,242831.93569849926
1535,118822.35038833703
1191,145273.13008949062
1579,194245.01399700058
1882,145038.47809828262
1510,124940.2927598459
2196,168254.0466142159
1845,174158.7117691615
2336,396750.5606835158
942,82190.9667752539
861,142305.71793557768
2555,118028.02172098342
1392,156404.46830988664
2099,246244.81419481005
1543,132150.92659400942
948,274415.3353683041
1239,169379.21659025108
22,177550.33681616661
2796,237018.6954106135
2747,174150.6238303326
92,282731.4338850644
210,175017.95870043203
1858,204538.32661024996
2228,160507.31209708302
447,220057.60481613147
827,249549.77996431265
1649,204043.4501342292
682,134217.56545807034
2698,104177.80658295391
494,178089.06498099485
214,83736.7903658862
2441,233844.27859788554
2679,115045.2421621574
1336,122352.05877955818
465,184489.15377272142
1524,144370.34229599105
2543,117338.00817294311
631,141929.179699133
2452,310308.72540017165
228,152601.60172690937
126,173402.22877354454
1092,242054.415989423
1122,202928.30082620966
932,220478.57889223666
1980,89809.53010698761
2171,106878.13572362943
551,162567.48691713938
2768,174749.68075308288
2056,109665.7858866328
1159,374708.9651286537
2645,107607.16256569861
1174,183713.43327539065
2266,213282.33668626886
2462,458345.5682051536
1219,147827.07081672866
2922,173553.63438716027
118,140726.91949911273
474,172800.2393271531
2576,146417.28381437136
872,293549.5891101312
1077,222690.56056572805
1536,136955.562242323
1150,118486.11429757536
2341,334105.7618392171
1931,152752.97317079565
2785,130226.90161291162
2538,128179.9345024242
597,197780.65172020654
464,203204.80337094775
233,222187.54961519004
2169,128066.44732609982
2123,174715.75996831525
1867,155521.57565430278
137,257610.47199316352
515,241566.31016151892
933,125130.4306913801
2784,165934.83959787746
972,178391.08726782302
599,143560.43519050148
2614,129303.29181521182
2582,139064.48575095175
1409,159565.43244025603
175,91877.1410214982
352,240587.19414935866
976,101142.53777180695
2134,191324.44554599596
984,119839.67917785377
2396,384161.4592203941
1673,150070.4411446653
404,128366.59922872519
607,151913.4767851711
814,149489.63495300306
868,187171.82995738642
2271,189785.04663766385
1633,254678.47690140104
337,156100.38731730424
2765,162483.83163801604
1746,243350.54093354245
368,331174.46656879084
2806,208646.47582823155
1662,187713.1483351375
1234,215584.22660116752
1373,129811.51158916566
1672,116021.47375339964
1939,122698.52222826434
